Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Region,Municipio,Localidad
TORMENTA TROPICAL,MAYO 29. 2013,HIDROMETEOROLOGICOS,29.4,5,1,20.097,93,5,16.7,-92.63,ENCHARCAMIENTO EN FRACCIONAMIENTO,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
ACTAS DE CONSEJO MUNICIPAL ELABORACION,MAYO 29. 2013,ACCIONES DE PREVENCION,29.409,145,8,20.089,85,11,15.46,-92.28,SESION ORDINARIA DEL CONSEJO MUNICIPAL DE PROTECCION CIVIL POR TEMPORADA DE LLUVIAS Y CT 2013 (DEPRESION TROPICAL BARBARA),SIERRA MARISCAL,EL PORVENIR,CABECERA MUNICIPAL
PRECIPITACION,MAYO 30. 2013,HIDROMETEOROLOGICOS,29.431,1,1,20.071,67,15,16.32,-91.99,ENCHARCAMIENTOS POR LLUVIAS FUERTES,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
ACTAS DE CONSEJO MUNICIPAL ELABORACION,MAYO 30. 2013,ACCIONES DE PREVENCION,29.438,145,8,20.049,45,11,15.74,-92.28,SESION ORDINARIA DEL CONSEJO MUNICIPAL DE PROTECCION CIVIL POR TEMPORADA DE LLUVIAS Y CT 2013 (REMANENTES DE BARBARA),SIERRA MARISCAL,CHICOMUSELO,CABECERA MUNICIPAL
PRECIPITACION,MAYO 31. 2013,HIDROMETEOROLOGICOS,29.458,1,1,20.038,34,15,16.24,-92.14,VIVIENDA ENCHARCADA,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 1. 2013,HIDROMETEOROLOGICOS,29.47,1,1,20.038,34,15,16.26,-92.13,ENCHARCAMIENTOS DE VIVIENDAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,JUNIO 2. 2013,HIDROMETEOROLOGICOS,29.502,80,1,20.11,106,7,17.26,-93.02,DESASTRES POR LLUVIAS,DE LOS BOSQUES,TAPILULA,CABECERA MUNICIPAL
ENCHARCAMIENTO,JUNIO 3. 2013,HIDROMETEOROLOGICOS,29.51,69,1,20.038,34,15,16.22,-92.14,ENCHARCAMIENTO,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
ENCHARCAMIENTO,JUNIO 3. 2013,HIDROMETEOROLOGICOS,29.511,69,1,20.038,34,15,16.24,-92.14,ENCHARCAMIENTO,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 3. 2013,HIDROMETEOROLOGICOS,29.542,1,1,20.078,74,12,16.91,-92.09,ENCHARCAMIENTOS EN VIVIENDAS,SELVA LACANDONA,OCOSINGO,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 3. 2013,ACCIONES DE PREVENCION,29.543,52,8,2.46,63,8,17.51,-93.12,IDENTIFICACION DE ZONAS INUNDABLES Y NIVEL DEL RIO PICHUCALCO,NORTE,JUAREZ,SANTA CRUZ TEPATE ABAJO
PRECIPITACION,JUNIO 3. 2013,HIDROMETEOROLOGICOS,29.544,1,1,20.087,83,8,17.52,-93.12,ENCHARCAMIENTO POR LLUVIAS,NORTE,PICHUCALCO,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 3. 2013,HIDROMETEOROLOGICOS,29.548,1,1,174,34,15,16.24,-92.13,ENCHARCAMIENTO,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
PRECIPITACION,JUNIO 4. 2013,HIDROMETEOROLOGICOS,29.557,1,1,20.094,90,15,16.36,-92.37,VIVIENDAS ENCHARCADAS,MESETA COMITECA TOJOLABAL,LAS ROSAS,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 4. 2013,ACCIONES DE PREVENCION,29.559,52,8,20.046,42,1,16.71,-93,APOYO A DESAHOGAR UN ENCHARCAMIENTO EN LA COL. EL HIGO,METROPOLITANA,CHIAPA DE CORZO,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 4. 2013,HIDROMETEOROLOGICOS,29.583,1,1,14.586,67,15,16.41,-91.97,INUNDACIONES EN CULTIVOS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,MORELIA (ANEXO SAN ANTONIO BAWITZ)
DEPRESION TROPICAL,JUNIO 4. 2013,HIDROMETEOROLOGICOS,29.594,4,1,20.097,93,5,16.69,-92.61,SE COORDINA LA RECEPCION DE KITS DE LIMPIEZA,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 4. 2013,HIDROMETEOROLOGICOS,29.595,1,1,20.084,80,13,17.51,-91.99,LLUVIAS INTENSAS,MAYA,PALENQUE,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 4. 2013,HIDROMETEOROLOGICOS,29.597,1,1,1.848,49,11,15.81,-91.95,VIVIENDAS ENCHARCADAS (COMUNIDAD QUESPALA),SIERRA MARISCAL,FRONTERA COMALAPA,JOAQUIN MIGUEL GUTIERREZ (QUESPALA)
ENCHARCAMIENTO,JUNIO 4. 2013,HIDROMETEOROLOGICOS,29.598,69,1,20.038,34,15,16.24,-92.14,ENCHARCAMIENTO,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
ENCHARCAMIENTO,JUNIO 5. 2013,HIDROMETEOROLOGICOS,29.602,69,1,16.995,74,12,16.9,-92.09,VIVIENDAS ENCHARCADAS,SELVA LACANDONA,OCOSINGO,TOMAS MUNZER (NUEVA PATRIA)
DESLIZAMIENTO,JUNIO 5. 2013,GEOLOGICOS,29.619,22,3,227,93,5,16.74,-92.64,DESLIZAMIENTO Y VIVIENDAS ENCHARCADAS. ENTREGA DE AYUDA H.,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
PRECIPITACION,JUNIO 5. 2013,HIDROMETEOROLOGICOS,29.62,1,1,20.119,115,1,16.75,-93.11,LLUVIAS EN TUXTLA GTZ.,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 5. 2013,HIDROMETEOROLOGICOS,29.622,1,1,20.046,42,1,16.71,-93.01,AFECTACIONES EN VIVIENDAS,METROPOLITANA,CHIAPA DE CORZO,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 5. 2013,HIDROMETEOROLOGICOS,29.623,1,1,174,34,15,16.24,-92.11,AFECTACIONES POR LLUVIAS.,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
VERIFICACIONES,JUNIO 5. 2013,ACCIONES DE PREVENCION,29.624,52,8,20.032,28,7,16.99,-92.89,DESAZOLVE DEL RIO STO. DOMINGO,DE LOS BOSQUES,BOCHIL,CABECERA MUNICIPAL
ACTAS DE CONSEJO MUNICIPAL ELABORACION,JUNIO 5. 2013,ACCIONES DE PREVENCION,29.627,145,8,20.03,26,11,15.58,-92.24,SESION ORDINARIA DEL CONSEJO MUNICIPAL DE PROTECCION CIVIL POR TEMPORADA DE LLUVIAS Y CT 2013.,SIERRA MARISCAL,BELLA VISTA,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 6. 2013,HIDROMETEOROLOGICOS,29.647,1,1,3.519,76,2,16.77,-93.42,REPORTE DE AFECTACCIONES POR LLUVIAS FUERTES.,VALLES ZOQUE,OCOZOCOAUTLA DE ESPINOSA,EL GAVILAN
PRECIPITACION,JUNIO 6. 2013,HIDROMETEOROLOGICOS,29.648,1,1,20.08,76,2,16.76,-93.39,ACCIONES EN MATERIA PREVENTIVA CONSTRUCCION DE UN MURO,VALLES ZOQUE,OCOZOCOAUTLA DE ESPINOSA,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 6. 2013,HIDROMETEOROLOGICOS,29.654,1,1,20.071,67,15,16.31,-91.98,MONITOREO DEL MUNICIPIO LAS MARGARITAS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
ONDA TROPICAL,JUNIO 6. 2013,HIDROMETEOROLOGICOS,29.655,3,1,20.06,56,15,16.25,-92.02,MONITOREO A COMUNIDADES POR LAS LLUVIAS,MESETA COMITECA TOJOLABAL,LA INDEPENDENCIA,CABECERA MUNICIPAL
ACTAS DE CONSEJO MUNICIPAL ELABORACION,JUNIO 6. 2013,ACCIONES DE PREVENCION,29.667,145,8,20.055,51,11,15.51,-92.23,SESION ORDINARIA DEL CONSEJO MUNICIPAL DE PROTECCION CIVIL POR TEMPORADA DE LLUVIAS Y CT 2013.,SIERRA MARISCAL,LA GRANDEZA,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 7. 2013,HIDROMETEOROLOGICOS,29.683,1,1,20.097,93,5,16.74,-92.64,ENCHARCAMIENTO EN VIVIENDAS,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
ENTREGA DE AYUDA HUMANITARIA,JUNIO 10. 2013,ACCIONES DE PREVENCION,29.77,97,8,20.038,34,15,16.25,-92.13,ENTREGA DE AYUDA HUMANITARIA EN COORDINACION CON EL DIF REGIONAL MESETA COMITECA TOJOLABAL,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 10. 2013,HIDROMETEOROLOGICOS,29.776,1,1,20.097,93,5,16.73,-92.66,VERIFICACION DE ESCUELA PRIMARIA POR ENCHARCAMIENTO,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 10. 2013,ACCIONES DE PREVENCION,29.843,52,8,20.076,72,11,15.35,-92.26,RECORRIDO EN B. TEJERIA CON COMITE DE PREVENCION Y PARTICIPACION CIUDADANA. PARA IDENTIFICAR ZONAS DE RIESGO.,SIERRA MARISCAL,MOTOZINTLA,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 10. 2013,ACCIONES DE PREVENCION,29.845,52,8,20.076,72,11,15.37,-92.27,RECORRIDO EN B. LOS LAURELES CON COMITE PREVENTIVO Y PARTICIPACION CIUDADANA PARA IDENTIFICAR ZONAS DE RIESGO.,SIERRA MARISCAL,MOTOZINTLA,CABECERA MUNICIPAL
VERIFICACIONES,JUNIO 15. 2013,ACCIONES DE PREVENCION,29.908,52,8,20.087,83,8,17.51,-93.12,SOBREVUELO PARA IDENTIFICAR ZONAS VULNERABLES RIO PICHUCALCO,NORTE,PICHUCALCO,CABECERA MUNICIPAL
DEPRESION TROPICAL,JUNIO 16. 2013,HIDROMETEOROLOGICOS,29.945,4,1,20.119,115,1,16.73,-93.17,TORMENTA TROPICAL BARRY.,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 17. 2013,HIDROMETEOROLOGICOS,29.994,1,1,20.071,67,15,16.32,-91.98,ENCHARCAMIENTOS POR LLUVIAS FUERTES,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 17. 2013,HIDROMETEOROLOGICOS,29.996,1,1,417,31,13,17.72,-92.01,MONITOREO RIO CHICO,MAYA,CATAZAJA,BOCA DEL RIO CHICO
PRECIPITACION,JUNIO 19. 2013,HIDROMETEOROLOGICOS,30.063,1,1,20.097,93,5,16.74,-92.64,LLUVIAS Y ENCHARCAMIENTOS,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
ASESORIA DE PROGRAMAS INSTITUCIONALES,JUNIO 24. 2013,ACCIONES DE PREVENCION,30.205,166,8,212,76,2,16.76,-93.34,ASESORAMIENTO PLAN ESPECIFICO DE PROTECCION CIVIL PARA LA TEMPORADA DE LLUVIAS Y CICLONES TROPICALES 2013 EN LA ESCUELA DE PROTECCION CIVIL,VALLES ZOQUE,OCOZOCOAUTLA DE ESPINOSA,OCOZOCOAUTLA DE ESPINOSA
VERIFICACIONES,JUNIO 25. 2013,ACCIONES DE PREVENCION,30.245,52,8,20.046,42,1,16.75,-93.05,SERVICIO DE AGUA EN PIPA PARA LA PERSONA QUE LE AFECTO LA INUNDACION POR LA LLUVIA,METROPOLITANA,CHIAPA DE CORZO,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 25. 2013,HIDROMETEOROLOGICOS,30.25,1,1,251,115,1,16.75,-93.11,LLUVIAS EN TUXTLA,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
VERIFICACIONES,JUNIO 30. 2013,ACCIONES DE PREVENCION,30.382,52,8,20.046,42,1,16.72,-93.02,APOYO EN LA LIMPIA DE LOS SALONES Y CANCHA DE LA ESCUELA DE EDUCACION ESPECIAL.,METROPOLITANA,CHIAPA DE CORZO,CABECERA MUNICIPAL
PRECIPITACION,JUNIO 30. 2013,HIDROMETEOROLOGICOS,30.401,1,1,166,42,1,16.72,-92.99,VIVIENDAS INUNDADAS EN COLONIA SALVADOR URBINA.,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
REUNIONES,JULIO 1. 2013,ACCIONES DE PREVENCION,30.438,64,8,20.024,20,8,17.37,-92.82,REUNION DE TRABAJO UMPC AMATAN,NORTE,AMATAN,CABECERA MUNICIPAL
PRECIPITACION,JULIO 2. 2013,HIDROMETEOROLOGICOS,30.447,1,1,189,23,6,15.87,-92.72,INUNDACION,FRAILESCA,ANGEL ALBINO CORZO,JALTENANGO DE LA PAZ (ANGEL ALBINO CORZO)
PRECIPITACION,JULIO 2. 2013,HIDROMETEOROLOGICOS,30.458,1,1,20.047,43,4,16.57,-92.72,AFECTACIONES EN VIVIENDAS INUNDADAS EN EL MUNICIPIO DE CHIAPILLA,DE LOS LLANOS,CHIAPILLA,CABECERA MUNICIPAL
PRECIPITACION,JULIO 3. 2013,HIDROMETEOROLOGICOS,30.472,1,1,20.093,89,8,17.86,-93.14,SE ENCHARCAN COLONIAS DE REFORMA,NORTE,REFORMA,CABECERA MUNICIPAL
PRECIPITACION,JULIO 3. 2013,HIDROMETEOROLOGICOS,30.495,1,1,1.678,90,15,16.37,-92.38,ENCHARCAMIENTOS DE VIVIENDAS,MESETA COMITECA TOJOLABAL,LAS ROSAS,IXTAPILLA
TORMENTA TROPICAL,JULIO 3. 2013,HIDROMETEOROLOGICOS,30.521,5,1,9.821,74,12,16.91,-92.07,INNUNDACION DE DOMICILIO,SELVA LACANDONA,OCOSINGO,LA REFORMA
PRECIPITACION,JULIO 2. 2013,HIDROMETEOROLOGICOS,30.54,1,1,20.084,80,13,17.51,-91.97,VIVIENDAS INUNDADAS,MAYA,PALENQUE,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 4. 2013,ACCIONES DE PREVENCION,30.546,52,8,334,42,1,16.72,-93.01,DESAZOLVE EN LA COL. AMERICA LIBRE Y EJIDO NARCISO MENDOZA,METROPOLITANA,CHIAPA DE CORZO,AMERICA LIBRE
AFECTACIONES POR LLUVIAS,JULIO 4. 2013,HIDROMETEOROLOGICOS,30.549,80,1,20.11,106,7,17.24,-93.02,CUNETAS TAPADAS,DE LOS BOSQUES,TAPILULA,CABECERA MUNICIPAL
PRECIPITACION,JULIO 6. 2013,HIDROMETEOROLOGICOS,30.592,1,1,18.356,76,2,16.77,-93.39,AFECTACIONES POR FUERTES LLUVIAS.,VALLES ZOQUE,OCOZOCOAUTLA DE ESPINOSA,GUADALUPE VICTORIA
PRECIPITACION,JULIO 12. 2013,HIDROMETEOROLOGICOS,30.74,1,1,251,115,1,16.75,-93.11,LLUVIAS EN TGZ,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
VERIFICACIONES,JULIO 12. 2013,ACCIONES DE PREVENCION,30.745,52,8,20.097,93,5,16.74,-92.66,REPORTE DE LLUVIAS,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
PRECIPITACION,JULIO 13. 2013,HIDROMETEOROLOGICOS,30.756,1,1,251,115,1,16.75,-93.11,LLUVIAS EN TUXTLA GTZ.,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ENCHARCAMIENTO,JULIO 14. 2013,HIDROMETEOROLOGICOS,30.81,69,1,20.038,34,15,16.24,-92.12,ENCHARCAMIENTOS EN DIFERENTES PUNTOS DE LA CIUDAD,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
PRECIPITACION,JULIO 19. 2013,HIDROMETEOROLOGICOS,30.949,1,1,20.105,101,1,16.62,-93.1,LLUVIAS FUERTES EN CABECERA MUNISIPAL,METROPOLITANA,SUCHIAPA,CABECERA MUNICIPAL
PRECIPITACION,JULIO 19. 2013,HIDROMETEOROLOGICOS,30.953,1,1,11.131,72,11,15.37,-92.25,ENCHARCAMIENTO DE VIVIENDA.,SIERRA MARISCAL,MOTOZINTLA,LOS PINOS
HUNDIMIENTO,JULIO 21. 2013,GEOLOGICOS,30.989,47,3,7.33,90,15,16.36,-92.38,TRABAJOS EN UN RIO TEMPORAL,MESETA COMITECA TOJOLABAL,LAS ROSAS,LAS ROSAS
VERIFICACIONES,JULIO 23. 2013,ACCIONES DE PREVENCION,31.143,52,8,166,42,1,16.72,-93,INUNDACION DE UNA CASA POR TUBERIA DE AGUA ROTA EN RIBERA LAS FLECHAS,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
VERIFICACIONES,JULIO 23. 2013,ACCIONES DE PREVENCION,31.179,52,8,257,121,6,16.18,-93.27,DESASOLVE DE UNA CUNETA EN LA CABEZARA MINUCIPAL DE VILLACORZO.,FRAILESCA,VILLA CORZO,VILLA CORZO
PRECIPITACION,JULIO 27. 2013,HIDROMETEOROLOGICOS,31.289,1,1,20.097,93,5,16.73,-92.64,ENCHARCAMIENTO,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,CABECERA MUNICIPAL
VERIFICACIONES,JULIO 29. 2013,ACCIONES DE PREVENCION,31.372,52,8,1.136,23,6,15.67,-92.58,VERIFICACION DEL TRAMO DONDE REALIZARAN. UN MURO DE CONTENSION,FRAILESCA,ANGEL ALBINO CORZO,NUEVA INDEPENDENCIA
VERIFICACIONES,AGOSTO 5. 2013,ACCIONES DE PREVENCION,31.588,52,8,7.33,90,15,16.36,-92.38,VERIFICACION,MESETA COMITECA TOJOLABAL,LAS ROSAS,LAS ROSAS
BOLETINES,AGOSTO 8. 2013,ACCIONES DE PREVENCION,31.722,62,8,20.038,34,15,16.24,-92.14,LIMPIA DE COLADERAS,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,CABECERA MUNICIPAL
CAPACITACIONES,AGOSTO 7. 2013,ACCIONES DE PREVENCION,31.726,56,8,5.114,30,10,15,-92.17,PLATICAS A MIEMBROS DEL COMITE DE BARRIO,SOCONUSCO,CACAHOATAN,CACAHOATAN
PRECIPITACION,AGOSTO 9. 2013,HIDROMETEOROLOGICOS,31.76,1,1,20.119,115,1,16.76,-93.12,LLUVIAS EN TUXTLA GTZ.,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 14. 2013,HIDROMETEOROLOGICOS,31.948,1,1,20.09,86,10,15.21,-92.58,AFECTACIONES POR FUERTES LLUVIAS.,SOCONUSCO,VILLA COMALTITLAN,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 13. 2013,HIDROMETEOROLOGICOS,31.949,1,1,20.087,83,8,17.51,-93.12,AFECTACIONES POR LLUVIA,NORTE,PICHUCALCO,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,AGOSTO 14. 2013,HIDROMETEOROLOGICOS,31.964,80,1,5.114,30,10,14.99,-92.16,APOYO POR INUNDACION ACASA,SOCONUSCO,CACAHOATAN,CACAHOATAN
TORMENTA TROPICAL,AGOSTO 15. 2013,HIDROMETEOROLOGICOS,31.971,5,1,2.041,117,10,15.11,-92.45,VERIFICACION Y COMITE DE EVALUACION,SOCONUSCO,TUZANTAN,PRIMER CANTON
VERIFICACIONES,AGOSTO 15. 2013,ACCIONES DE PREVENCION,31.981,52,8,5.114,30,10,14.99,-92.17,VERIFICACION A RIO,SOCONUSCO,CACAHOATAN,CACAHOATAN
PRECIPITACION,AGOSTO 16. 2013,HIDROMETEOROLOGICOS,31.998,1,1,20.087,83,8,17.52,-93.12,ENCHARCAMIENTO DE CALLES,NORTE,PICHUCALCO,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,AGOSTO 15. 2013,HIDROMETEOROLOGICOS,32.013,80,1,8.301,67,15,16.34,-91.95,LIMPIEZA DE CUNETAS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,RANCHERIA EL ENCANTO
PRECIPITACION,AGOSTO 15. 2013,HIDROMETEOROLOGICOS,32.015,1,1,20.071,67,15,16.3,-91.98,DESBORDAMIENTO DE CANAL,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 15. 2013,HIDROMETEOROLOGICOS,32.017,1,1,5.137,67,15,16.27,-91.69,INUNDACION DE CULTIVOS DE CAFE,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,SAN ANTONIO LOS MONTES
ENCHARCAMIENTO,AGOSTO 17. 2013,HIDROMETEOROLOGICOS,32.029,69,1,174,34,15,16.26,-92.14,ENCHARCAMIENTO,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
PRECIPITACION,AGOSTO 18. 2013,HIDROMETEOROLOGICOS,32.066,1,1,20.071,67,15,16.32,-91.98,ENCHARCAMIENTO POR LLUVIAS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 21. 2013,HIDROMETEOROLOGICOS,32.188,1,1,20.103,99,8,17.43,-93.03,ENCHARCAMIENTO DE VIVIENDAS,NORTE,SOLOSUCHIAPA,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 22. 2013,HIDROMETEOROLOGICOS,32.241,1,1,20.071,67,15,16.32,-91.99,ENCHARCAMIENTO EN SANTA CECILIA,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 22. 2013,HIDROMETEOROLOGICOS,32.247,1,1,20.071,67,15,16.32,-91.98,ENCHARCAMIENTO EN LOS POSITOS,MESETA COMITECA TOJOLABAL,LAS MARGARITAS,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 23. 2013,HIDROMETEOROLOGICOS,32.258,1,1,240,104,10,14.91,-92.28,AFECTACIONES ENCHARCAMIENTOS EN VIVIENDAS,SOCONUSCO,TAPACHULA,TAPACHULA DE CORDOVA Y ORDONEZ
ONDA TROPICAL,AGOSTO 25. 2013,HIDROMETEOROLOGICOS,32.297,3,1,11.418,56,15,16.25,-92.03,POSIBLE ENCHARCAMIENTO,MESETA COMITECA TOJOLABAL,LA INDEPENDENCIA,SANTA RITA EL VERGEL
TORMENTA TROPICAL,AGOSTO 25. 2013,HIDROMETEOROLOGICOS,32.309,5,1,20.087,83,8,17.51,-93.12,IDENTIFICACION DE RIESGOS - RIO PICHUCALCO,NORTE,PICHUCALCO,CABECERA MUNICIPAL
ASESORIA DE UNIDADES INTERNAS,AGOSTO 25. 2013,ACCIONES DE PREVENCION,32.322,165,8,14.881,76,2,16.77,-93.34,ASESORIA DE UNIDADES INTERNAS DE PROTECCION CIVIL,VALLES ZOQUE,OCOZOCOAUTLA DE ESPINOSA,LLANO SAN JUAN
ONDA TROPICAL,AGOSTO 31. 2013,HIDROMETEOROLOGICOS,32.461,3,1,1.542,56,15,16.25,-92.02,ENCHARCAMIENTO EN VIVIENDAS POR LLUVIAS INTENSAS,MESETA COMITECA TOJOLABAL,LA INDEPENDENCIA,FRANCISCO SARABIA
ENCHARCAMIENTO,AGOSTO 31. 2013,HIDROMETEOROLOGICOS,32.492,69,1,7.33,90,15,16.36,-92.37,ENCHARCAMIENTO EN CASAS,MESETA COMITECA TOJOLABAL,LAS ROSAS,LAS ROSAS
ONDA TROPICAL,SEPTIEMBRE 2. 2013,HIDROMETEOROLOGICOS,32.536,3,1,11.418,56,15,16.25,-92.02,MONITOREO ALA COMUNIDAD DE SANTA RRITA EL VERJEL POR POSIBLE ENCHARCAMIENTO,MESETA COMITECA TOJOLABAL,LA INDEPENDENCIA,SANTA RITA EL VERGEL
REUNIONES,SEPTIEMBRE 2. 2013,ACCIONES DE PREVENCION,32.555,64,8,20.093,89,8,17.86,-93.16,INTEGRACION DEL COMITE DE PREVENCION DE LA COLONIA LA UNION REFORMA. CHIAPAS,NORTE,REFORMA,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 2. 2013,HIDROMETEOROLOGICOS,32.559,80,1,16.371,113,15,16.12,-92.04,AFECTACIONES POR LLUVIAS.,MESETA COMITECA TOJOLABAL,LA TRINITARIA,LA TRINIDAD
VERIFICACIONES,SEPTIEMBRE 2. 2013,ACCIONES DE PREVENCION,32.562,52,8,20.1,96,7,17.14,-92.72,VERIFICACION DE OBRA DE MITIGACION DE RIESGO,DE LOS BOSQUES,SIMOJOVEL,CABECERA MUNICIPAL
BAJA PRESION,SEPTIEMBRE 2. 2013,HIDROMETEOROLOGICOS,32.563,2,1,20.119,115,1,16.75,-93.11,LLUVIAS EN TGZ.,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 2. 2013,HIDROMETEOROLOGICOS,32.566,80,1,1.63,101,1,16.63,-93.11,AFECTACIONES POR LLUVIAS.,METROPOLITANA,SUCHIAPA,PACU
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 4. 2013,HIDROMETEOROLOGICOS,32.634,80,1,210,74,12,16.92,-92.1,AFECTACIONES POR LLUVIAS.,SELVA LACANDONA,OCOSINGO,OCOSINGO
ENCHARCAMIENTO,SEPTIEMBRE 4. 2013,HIDROMETEOROLOGICOS,32.64,69,1,174,34,15,16.24,-92.14,ENCHARCAMIENTO,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
PRECIPITACION,SEPTIEMBRE 4. 2013,HIDROMETEOROLOGICOS,32.644,1,1,20.067,63,8,17.61,-93.19,ENCHARCAMIENTOS A VIVIENDAS,NORTE,JUAREZ,CABECERA MUNICIPAL
AFECTACIONES POR LLUVIAS,SEPTIEMBRE 5. 2013,HIDROMETEOROLOGICOS,32.66,80,1,160,31,13,17.72,-92.01,MONITOREO DE RIOS EN CATAZAJA,MAYA,CATAZAJA,CATAZAJA
BAJA PRESION,SEPTIEMBRE 4. 2013,HIDROMETEOROLOGICOS,32.664,2,1,20.046,42,1,16.71,-93.01,AFECTACIONES POR LLUVIAS,METROPOLITANA,CHIAPA DE CORZO,CABECERA MUNICIPAL
REUNIONES,SEPTIEMBRE 6. 2013,ACCIONES DE PREVENCION,32.728,64,8,1.26,63,8,17.61,-93.2,TRABAJOS EMERGENTES DE REDUCCION DE RIESGOS SOBRE EL RIO PICHUCALCO,NORTE,JUAREZ,LAS MIRANDAS
