Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Region,Municipio,Localidad
AFECTACIONES POR LLUVIAS,JUNIO 27. 2014,HIDROMETEOROLOGICOS,45.489,80,1,1.541,94,3,16.88,-93.21,PRELIMIMAR: DESBORDAMIENTO DE RIO,MEZCALAPA,SAN FERNANDO,FRANCISCO I. MADERO
PRECIPITACION,JUNIO 27. 2014,HIDROMETEOROLOGICOS,45.517,1,1,1.541,94,3,16.87,-93.2,ENCHARCAMIENTO,MEZCALAPA,SAN FERNANDO,FRANCISCO I. MADERO
ONDA TROPICAL,JUNIO 29. 2014,HIDROMETEOROLOGICOS,45.555,3,1,251,115,1,16.75,-93.11,ONDA TROPICAL NO. 7,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ENCHARCAMIENTO,JUNIO 29. 2014,HIDROMETEOROLOGICOS,45.561,69,1,227,93,5,16.74,-92.66,ENCHARCAMIENTOS EN PERIFERICO PONIENTE,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
DESLIZAMIENTO,JUNIO 30. 2014,GEOLOGICOS,45.594,22,3,5.157,46,14,17.09,-92.25,VERIFICACION DE ESCUELA.,TULIJA TSELTAL-CHOL,CHILON,MAJASIL
ENCHARCAMIENTO,JUNIO 30. 2014,HIDROMETEOROLOGICOS,45.603,69,1,227,93,5,16.74,-92.66,ENCHARCAMIENTO POR SATURACION DEL SUS DRENES PLUVIALES.,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
VERIFICACIONES,JULIO 1. 2014,ACCIONES DE PREVENCION,45.636,52,8,20.091,87,7,17.11,-92.87,LIMPIEZA,DE LOS BOSQUES,PUEBLO NUEVO SOLISTAHUACAN,CABECERA MUNICIPAL
PRECIPITACION,JULIO 1. 2014,HIDROMETEOROLOGICOS,45.654,1,1,20.119,115,1,16.73,-93.17,LLUVIAS EN LA REGION METROPOLITANA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,JULIO 5. 2014,HIDROMETEOROLOGICOS,45.784,1,1,20.119,115,1,16.74,-93.17,LECTURA DEL PROCEDA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,JULIO 5. 2014,HIDROMETEOROLOGICOS,45.805,1,1,887,116,10,14.94,-92.21,DANOS OCASIONADOS A VIVIENDA,SOCONUSCO,TUXTLA CHICO,MIGUEL HIDALGO
VERIFICACIONES,JULIO 5. 2014,ACCIONES DE PREVENCION,45.807,52,8,6.103,104,10,14.72,-92.42,MONITOREO POR MAR DE FONDO.,SOCONUSCO,TAPACHULA,PUERTO MADERO (SAN BENITO)
ACCIDENTES,JULIO 12. 2014,ACCIDENTES O INCIDENTES,46.056,50,6,20.106,102,10,14.63,-92.24,PRELIMINAR: AFECTACIONES POR LLUVIAS Y VIENTOS FUERTES,SOCONUSCO,SUCHIATE,CABECERA MUNICIPAL
PRECIPITACION,JULIO 16. 2014,HIDROMETEOROLOGICOS,46.198,1,1,227,93,5,16.73,-92.64,AFECTACIONES POR LLUVIAS,ALTOS TSOTSIL-TSELTAL,SAN CRISTOBAL DE LAS CASAS,SAN CRISTOBAL DE LAS CASAS
CONTINGENCIA AMBIENTAL,JULIO 31. 2014,SANITARIOS,46.72,26,5,20.119,115,1,16.76,-93.11,ENCHARCAMIENTO DE AGUAS NEGRAS,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 1. 2014,HIDROMETEOROLOGICOS,46.743,1,1,251,115,1,16.75,-93.1,REPORTE LLUVIAS TGZ,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
VERIFICACIONES,AGOSTO 13. 2014,ACCIONES DE PREVENCION,47.126,52,8,20.067,63,8,17.61,-93.19,LIMPIEZA Y DESASOLVE DE DRENES PLUVIALES. ALCANTARILLAS Y ARROYOS,NORTE,JUAREZ,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 20. 2014,HIDROMETEOROLOGICOS,47.339,1,1,252,117,10,15.15,-92.42,ENCHARCAMIENTO EN PATIOS,SOCONUSCO,TUZANTAN,TUZANTAN
TORMENTA TROPICAL,AGOSTO 21. 2014,HIDROMETEOROLOGICOS,47.375,5,1,15.832,104,10,14.88,-92.3,AFECTACIONES POR FUERTE LLUVIAS,SOCONUSCO,TAPACHULA,LA PRIMAVERA
PRECIPITACION,AGOSTO 28. 2014,HIDROMETEOROLOGICOS,47.65,1,1,251,115,1,16.75,-93.11,LLUVIAS EN TUXTLA GUTIERREZ,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ONDA TROPICAL,AGOSTO 28. 2014,HIDROMETEOROLOGICOS,47.656,3,1,251,115,1,16.75,-93.11,ONDA TROPICAL 24 Y 25,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
PRECIPITACION,AGOSTO 30. 2014,HIDROMETEOROLOGICOS,47.71,1,1,251,115,1,16.74,-93.17,LECTURA DEL PROCEDA,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
ONDA TROPICAL,AGOSTO 30. 2014,HIDROMETEOROLOGICOS,47.735,3,1,5.5,49,11,15.67,-92.13,ENCHARCAMIENTOS POR LLUVIAS.,SIERRA MARISCAL,FRONTERA COMALAPA,AGUA ZARCA
ONDA TROPICAL,AGOSTO 30. 2014,HIDROMETEOROLOGICOS,47.736,3,1,20.074,70,10,14.83,-92.19,DESLAVE DE PENASCO POR LLUVIAS,SOCONUSCO,METAPA,CABECERA MUNICIPAL
ONDA TROPICAL,AGOSTO 30. 2014,HIDROMETEOROLOGICOS,47.74,3,1,20.023,19,12,16.85,-92.08,VIVIENDAS AFECTADAS.,SELVA LACANDONA,ALTAMIRANO,CABECERA MUNICIPAL
ONDA TROPICAL,AGOSTO 30. 2014,HIDROMETEOROLOGICOS,47.741,3,1,20.094,90,15,16.36,-92.37,AFECTACIONES POR PASO DE LA O.T. 25,MESETA COMITECA TOJOLABAL,LAS ROSAS,CABECERA MUNICIPAL
ONDA TROPICAL,AGOSTO 30. 2014,HIDROMETEOROLOGICOS,47.742,3,1,20.021,17,4,16.56,-92.81,ENCHARCAMIENTO DE VIVIENDA,DE LOS LLANOS,ACALA,CABECERA MUNICIPAL
PRECIPITACION,AGOSTO 30. 2014,HIDROMETEOROLOGICOS,47.746,1,1,20.08,76,2,16.76,-93.37,AFECTACCIONES POR PASO O T25,VALLES ZOQUE,OCOZOCOAUTLA DE ESPINOSA,CABECERA MUNICIPAL
ONDA TROPICAL,AGOSTO 31. 2014,HIDROMETEOROLOGICOS,47.757,3,1,20.122,118,15,16.18,-92.19,ENCHARCAMIENTO CABECERA MUNICIPAL,MESETA COMITECA TOJOLABAL,TZIMOL,CABECERA MUNICIPAL
DEPRESION TROPICAL,AGOSTO 31. 2014,HIDROMETEOROLOGICOS,47.794,4,1,251,115,1,16.75,-93.11,DEPRESION TROPICAL,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
DESASOLVES Y CIERRE DE VENTANAS,SEPTIEMBRE 2. 2014,ACCIONES DE PREVENCION,47.866,173,8,2.041,117,10,15.11,-92.45,DESASOLVE DE DREN TEJERIA,SOCONUSCO,TUZANTAN,PRIMER CANTON
PRECIPITACION,SEPTIEMBRE 2. 2014,HIDROMETEOROLOGICOS,47.886,1,1,20.119,115,1,16.75,-93.1,LLUVIAS EN TUXTLA GUTIERREZ,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 7. 2014,ACCIONES DE PREVENCION,48.068,52,8,20.119,115,1,16.76,-93.16,INDUNDACION DE CASA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 11. 2014,HIDROMETEOROLOGICOS,48.209,1,1,20.119,115,1,16.74,-93.1,LECTURA DEL PROCEDA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 12. 2014,HIDROMETEOROLOGICOS,48.247,1,1,20.119,115,1,16.75,-93.1,LECTURA DEL PROCEDA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 12. 2014,HIDROMETEOROLOGICOS,48.274,1,1,175,36,3,17.1,-93.21,VIVIENDA CON ENCHARCAMIENTO EN EL INTERIOR,MEZCALAPA,COPAINALA,COPAINALA
PRECIPITACION,SEPTIEMBRE 12. 2014,HIDROMETEOROLOGICOS,48.276,1,1,20.036,32,2,16.68,-93.72,PRELIMINAR; ENCHARCAMIENTO EN VIVIENDAS,VALLES ZOQUE,CINTALAPA,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 14. 2014,HIDROMETEOROLOGICOS,48.351,1,1,20.108,104,10,14.9,-92.27,ENCHARCAMIENTO DE VIVIENDAS,SOCONUSCO,TAPACHULA,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 14. 2014,HIDROMETEOROLOGICOS,48.411,1,1,20.032,28,7,17,-92.89,AFECTACION POR LLUVIAS,DE LOS BOSQUES,BOCHIL,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 17. 2014,HIDROMETEOROLOGICOS,48.485,1,1,20.066,62,7,17.06,-92.86,DESAZOLVE DE CUNETAS POR LLUVIAS,DE LOS BOSQUES,JITOTOL,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 19. 2014,HIDROMETEOROLOGICOS,48.58,1,1,201,66,9,15.45,-92.88,ENCHARCAMIENTOS EN VIVIENDAS,ISTMO-COSTA,MAPASTEPEC,MAPASTEPEC
PRECIPITACION,SEPTIEMBRE 20. 2014,HIDROMETEOROLOGICOS,48.598,1,1,20.09,86,10,15.21,-92.57,ENCHARCAMIENTOS EN VIVIENDAS,SOCONUSCO,VILLA COMALTITLAN,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 20. 2014,HIDROMETEOROLOGICOS,48.6,1,1,20.022,18,10,15.28,-92.68,ENCHARCAMIENTOS EN VIVIENDAS,SOCONUSCO,ACAPETAHUA,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 20. 2014,ACCIONES DE PREVENCION,48.602,52,8,20.119,115,1,16.75,-93.16,ENCHARCAMIENTO DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 20. 2014,ACCIONES DE PREVENCION,48.621,52,8,20.119,115,1,16.76,-93.19,ENCHARCAMIENTO DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 20. 2014,HIDROMETEOROLOGICOS,48.626,1,1,251,115,1,16.75,-93.1,LLUVIAS EN TUXTLA GUTIERREZ,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
PRECIPITACION,SEPTIEMBRE 20. 2014,HIDROMETEOROLOGICOS,48.637,1,1,20.09,86,10,15.22,-92.58,VILLA COMALTITLAN POR DESBORDAMIENTO DEL RIO CHALACA,SOCONUSCO,VILLA COMALTITLAN,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 20. 2014,ACCIONES DE PREVENCION,48.641,52,8,20.119,115,1,16.74,-93.18,ENCHARCAMIENTO DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 20. 2014,ACCIONES DE PREVENCION,48.642,52,8,20.119,115,1,16.75,-93.18,ENCHARCAMIENTO DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 20. 2014,ACCIONES DE PREVENCION,48.645,52,8,20.119,115,1,16.75,-93.18,ENCHARCAMIENTO DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 20. 2014,ACCIONES DE PREVENCION,48.646,52,8,20.119,115,1,16.75,-93.12,ENCHARCAMIENTO DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 20. 2014,ACCIONES DE PREVENCION,48.655,52,8,171,32,2,16.7,-93.73,VERIFICACION DE VIVIENDA,VALLES ZOQUE,CINTALAPA,CINTALAPA DE FIGUEROA
DEPRESION TROPICAL,SEPTIEMBRE 21. 2014,HIDROMETEOROLOGICOS,48.662,4,1,5.44,47,10,15.32,-92.66,DESLAVE DE CERRO,SOCONUSCO,ESCUINTLA,EL ARENAL
PRECIPITACION,SEPTIEMBRE 21. 2014,HIDROMETEOROLOGICOS,48.69,1,1,251,115,1,16.74,-93.12,LLUVIAS EN TUXTLA GUTIERREZ.,METROPOLITANA,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ
VERIFICACIONES,SEPTIEMBRE 21. 2014,ACCIONES DE PREVENCION,48.695,52,8,20.119,115,1,16.76,-93.12,ENCHARCAMIENTO DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,SEPTIEMBRE 28. 2014,ACCIONES DE PREVENCION,49.117,52,8,20.119,115,1,16.74,-93.1,CASA INUNDADA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 29. 2014,HIDROMETEOROLOGICOS,49.148,1,1,20.08,76,2,16.77,-93.37,AFECTACCIONES PRELIMINARES POR LLUVIAS FUERTES,VALLES ZOQUE,OCOZOCOAUTLA DE ESPINOSA,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 29. 2014,HIDROMETEOROLOGICOS,49.151,1,1,166,42,1,16.71,-93.01,ENCARCAMIENTO DE VIVIENDAS,METROPOLITANA,CHIAPA DE CORZO,CHIAPA DE CORZO
ENCHARCAMIENTO,SEPTIEMBRE 28. 2014,HIDROMETEOROLOGICOS,49.155,69,1,7.389,55,10,15.07,-92.59,ENTREGA DE DESPENSAS A LOS POBLADOS DE ALTAMIRA Y LAS MORENAS POR ENCHARCAMIENTOS EN ESTA TEMPORADAS DE LLUVIAS,SOCONUSCO,HUIXTLA,ALTAMIRA (LA PROVIDENCIA)
HUNDIMIENTO,SEPTIEMBRE 29. 2014,GEOLOGICOS,49.162,47,3,20.119,115,1,16.77,-93.12,CASA INUNDADA,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 29. 2014,HIDROMETEOROLOGICOS,49.175,1,1,250,116,10,14.96,-92.15,AFECTACIONES POR LAS LLUVIAS,SOCONUSCO,TUXTLA CHICO,TUXTLA CHICO
VERIFICACIONES,SEPTIEMBRE 29. 2014,ACCIONES DE PREVENCION,49.178,52,8,20.119,115,1,16.75,-93.13,ENCHARCAMIENTO DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PERSONA ASALTADA,SEPTIEMBRE 29. 2014,ACCIDENTES O INCIDENTES,49.18,137,6,20.119,115,1,16.76,-93.14,PERSONA LESIONADA POR INUNDACION,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,SEPTIEMBRE 29. 2014,HIDROMETEOROLOGICOS,49.202,1,1,7.574,35,6,16.11,-92.68,VIVIENDAS ENCHARCADAS Y TECHOS AFECTADOS POR FUERTES VIENTOS Y LLUVIAS,FRAILESCA,LA CONCORDIA,DOLORES
PRECIPITACION,SEPTIEMBRE 30. 2014,HIDROMETEOROLOGICOS,49.205,1,1,1.649,44,3,16.92,-93.11,AFECTACION EN VIVIENDAS,MEZCALAPA,CHICOASEN,VISTAHERMOSA
TORMENTA TROPICAL,SEPTIEMBRE 30. 2014,HIDROMETEOROLOGICOS,49.222,5,1,659,117,10,15.15,-92.42,FUERTES LLUVIAS EN TUZANTAN,SOCONUSCO,TUZANTAN,CANTON EL HULAR
VERIFICACIONES,OCTUBRE 1. 2014,ACCIONES DE PREVENCION,49.252,52,8,771,98,4,16.24,-92.35,REBALSE DE LAGUNA DE LA COMUNIDAD SAN ANTONIO COPALAR,DE LOS LLANOS,SOCOLTENANGO,SAN ANTONIO CRUCILA
CONTINGENCIA AMBIENTAL,SEPTIEMBRE 29. 2014,SANITARIOS,49.293,26,5,20.145,20.141,6,16.38,-93,ENCHARCAMIENTO DE ESC. PRIMARIA POR AGUAS NEGRAS.,FRAILESCA,EL PARRAL,CABECERA MUNICIPAL
PRECIPITACION,OCTUBRE 4. 2014,HIDROMETEOROLOGICOS,49.377,1,1,147,18,10,15.28,-92.68,EFECTACIONES A VIVIENDAS POR VIENTOS Y LLUVIA,SOCONUSCO,ACAPETAHUA,ACAPETAHUA
VERIFICACIONES,OCTUBRE 7. 2014,ACCIONES DE PREVENCION,49.5,52,8,20.119,115,1,16.74,-93.12,ENCHARCAMIENTO DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
BAJA PRESION,OCTUBRE 11. 2014,HIDROMETEOROLOGICOS,49.678,2,1,6.431,52,10,15.05,-92.45,INUNDACION DE VIVIENDAS,SOCONUSCO,HUEHUETAN,CANTON SAN LUIS
PRECIPITACION,OCTUBRE 12. 2014,HIDROMETEOROLOGICOS,49.692,1,1,1.537,116,10,14.89,-92.23,AFECTACION DE VIVIENDAS POR ENCHARCAMIENTO,SOCONUSCO,TUXTLA CHICO,EL SACRIFICIO
BAJA PRESION,OCTUBRE 13. 2014,HIDROMETEOROLOGICOS,49.704,2,1,20.087,83,8,17.51,-93.11,ALERTAMIENTO FF. NUM 7,NORTE,PICHUCALCO,CABECERA MUNICIPAL
PRECIPITACION,OCTUBRE 13. 2014,HIDROMETEOROLOGICOS,49.723,1,1,178,47,10,15.32,-92.65,LLUVIAS TORRENCIALES,SOCONUSCO,ESCUINTLA,ESCUINTLA
FRENTE FRIO,OCTUBRE 13. 2014,HIDROMETEOROLOGICOS,49.724,61,1,20.062,58,8,17.43,-93.1,AFECTACIONES EN VIVIENDAS POR FRENTE FRIO NUM.07,NORTE,IXTACOMITAN,CABECERA MUNICIPAL
FRENTE FRIO,OCTUBRE 13. 2014,HIDROMETEOROLOGICOS,49.729,61,1,20.103,99,8,17.43,-93.03,AFECTACIONES EN VIVIENDAS POR FRENTE FRIO NUM.07,NORTE,SOLOSUCHIAPA,CABECERA MUNICIPAL
FRENTE FRIO,OCTUBRE 13. 2014,HIDROMETEOROLOGICOS,49.731,61,1,3.465,46,14,17.17,-92.15,AFECTACIONES EN VIVIENDAS POR FRENTE FRIO NUM. 07,TULIJA TSELTAL-CHOL,CHILON,CENTRO CHICH
ONDA TROPICAL,OCTUBRE 13. 2014,HIDROMETEOROLOGICOS,49.732,3,1,147,18,10,15.28,-92.7,ENCHARCAMIENTO DE VIVIENDAS ACAPETAHUA,SOCONUSCO,ACAPETAHUA,ACAPETAHUA
ONDA TROPICAL,OCTUBRE 13. 2014,HIDROMETEOROLOGICOS,49.733,3,1,184,55,10,15.14,-92.46,ENCHARCAMIENTO DE VIVIENDAS HUIXTLA,SOCONUSCO,HUIXTLA,HUIXTLA
ONDA TROPICAL,OCTUBRE 13. 2014,HIDROMETEOROLOGICOS,49.734,3,1,7.765,117,10,15.15,-92.42,ENCHARCAMIENTO DE VIVIENDAS EN TUZANTAN,SOCONUSCO,TUZANTAN,TERCER CANTON LA CURVA
ONDA TROPICAL,OCTUBRE 13. 2014,HIDROMETEOROLOGICOS,49.735,3,1,181,52,10,15.02,-92.4,ENCHARCAMIENTO DE VIVIENDAS EN HUEHUETAN,SOCONUSCO,HUEHUETAN,HUEHUETAN
PRECIPITACION,OCTUBRE 14. 2014,HIDROMETEOROLOGICOS,49.74,1,1,20.11,106,7,17.25,-93.01,ENCHARCAMIENTOS EN VIVIENDAS,DE LOS BOSQUES,TAPILULA,CABECERA MUNICIPAL
PRECIPITACION,OCTUBRE 14. 2014,HIDROMETEOROLOGICOS,49.748,1,1,2.041,117,10,15.15,-92.42,FUERTES LLUVIAS EN TUZANTAN,SOCONUSCO,TUZANTAN,PRIMER CANTON
BAJA PRESION,OCTUBRE 14. 2014,HIDROMETEOROLOGICOS,49.766,2,1,7.817,86,10,15.13,-92.63,ENCHARCAMIENTO EN RANCHERIA SAN MIGUEL. LOS TOCAYOS Y EMILIANO ZAPATA,SOCONUSCO,VILLA COMALTITLAN,SAN MIGUEL
ONDA TROPICAL,OCTUBRE 14. 2014,HIDROMETEOROLOGICOS,49.773,3,1,8.463,69,10,14.81,-92.5,AFECTACIONES POR LLUVIAS EN LOCALIDADES DE VILLA MAZATAN,SOCONUSCO,MAZATAN,DIECINUEVE DE ABRIL
AFECTACIONES POR LLUVIAS,OCTUBRE 14. 2014,HIDROMETEOROLOGICOS,49.804,80,1,20.087,83,8,17.52,-93.11,AFECTACIONES POR FRENTE FRIO NO. 7,NORTE,PICHUCALCO,CABECERA MUNICIPAL
BAJA PRESION,OCTUBRE 15. 2014,HIDROMETEOROLOGICOS,49.824,2,1,20.024,20,8,17.31,-92.85,PRELIMINAR AFECTACIONES AMATAN POR EL FF7,NORTE,AMATAN,CABECERA MUNICIPAL
PRECIPITACION,OCTUBRE 22. 2014,HIDROMETEOROLOGICOS,50.106,1,1,20.108,104,10,14.89,-92.27,PRELIMINAR ENCHARCAMIENTO DE VIVIENDAS,SOCONUSCO,TAPACHULA,CABECERA MUNICIPAL
BAJA PRESION,OCTUBRE 23. 2014,HIDROMETEOROLOGICOS,50.149,2,1,1.832,105,7,17.09,-92.88,AFECTACION DE VIVIENDA.,DE LOS BOSQUES,TAPALAPA,ARROYO SECO
FRENTE FRIO,OCTUBRE 23. 2014,HIDROMETEOROLOGICOS,50.161,61,1,3.211,110,14,17.23,-92.41,EVACUACION PREVENTIVA,TULIJA TSELTAL-CHOL,TILA,PETALCINGO
DEPRESION TROPICAL,OCTUBRE 22. 2014,HIDROMETEOROLOGICOS,50.168,4,1,20.091,87,7,17.16,-92.9,EVALUACION PRELIMINAR,DE LOS BOSQUES,PUEBLO NUEVO SOLISTAHUACAN,CABECERA MUNICIPAL
ENCHARCAMIENTO,OCTUBRE 24. 2014,HIDROMETEOROLOGICOS,50.197,69,1,20.034,30,10,14.99,-92.16,ENCHARCAMIENTO DE VIVIENDA,SOCONUSCO,CACAHOATAN,CACAHOATAN
PRECIPITACION,OCTUBRE 25. 2014,HIDROMETEOROLOGICOS,50.207,1,1,20.035,31,13,16.74,-93.07,DESBORDAMIENTO DEL RIO CHICO,MAYA,CATAZAJA,CABECERA MUNICIPAL
VERIFICACIONES,NOVIEMBRE 15. 2014,ACCIONES DE PREVENCION,50.909,52,8,20.119,115,1,16.74,-93.07,INDUNDACION DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,NOVIEMBRE 17. 2014,HIDROMETEOROLOGICOS,50.962,1,1,20.093,89,8,17.87,-93.16,AFECTACIONES POR EL FF12,NORTE,REFORMA,CABECERA MUNICIPAL
PRECIPITACION,NOVIEMBRE 17. 2014,HIDROMETEOROLOGICOS,50.963,1,1,20.116,112,4,16.54,-92.68,AFECTACIONES POR EL FF12,DE LOS LLANOS,TOTOLAPA,CABECERA MUNICIPAL
PRECIPITACION,NOVIEMBRE 17. 2014,HIDROMETEOROLOGICOS,50.965,1,1,1.667,63,8,17.6,-93.19,AFECTACIONES POR EL FF12,NORTE,JUAREZ,EL PARAISO
FRENTE FRIO,NOVIEMBRE 17. 2014,HIDROMETEOROLOGICOS,50.984,61,1,20.087,83,8,17.52,-93.11,VIVIENDAS CON ENCHARCAMIENTO,NORTE,PICHUCALCO,CABECERA MUNICIPAL
DEPRESION TROPICAL,NOVIEMBRE 24. 2014,HIDROMETEOROLOGICOS,51.197,4,1,216,80,13,17.51,-91.99,HIDROMETEROLOGICO,MAYA,PALENQUE,PALENQUE
DESASOLVES Y CIERRE DE VENTANAS,NOVIEMBRE 30. 2014,ACCIONES DE PREVENCION,51.396,173,8,956,99,8,17.43,-93.03,LIMPEZA Y DEZASOLVE EN EJ. MONTE OREB,NORTE,SOLOSUCHIAPA,MONTE HOREB
FRENTE FRIO,ENERO 3. 2015,HIDROMETEOROLOGICOS,52.504,61,1,20.081,77,8,17.41,-93.35,PRELIMINAR AFECTACION FRENTE FRIO NO. 23,NORTE,OSTUACAN,CABECERA MUNICIPAL
BAJA PRESION,ENERO 4. 2015,HIDROMETEOROLOGICOS,52.511,2,1,1.548,83,8,17.42,-93.33,PRELIMINAR AFECTACION FRENTE FRIO NO. 23,NORTE,PICHUCALCO,IGNACIO ZARAGOZA BAJO
PRECIPITACION,ENERO 8. 2015,HIDROMETEOROLOGICOS,52.691,1,1,20.064,60,8,17.52,-93.01,AFECTACIONES FF25,NORTE,IXTAPANGAJOYA,CABECERA MUNICIPAL
PRECIPITACION,ENERO 15. 2015,HIDROMETEOROLOGICOS,52.928,1,1,160,31,13,17.72,-92.01,ENCHARCAMIENTO EN UNA ESCUELA FF26,MAYA,CATAZAJA,CATAZAJA
INUNDACION PLUVIAL,ENERO 19. 2015,HIDROMETEOROLOGICOS,53.1,68,1,9.347,113,15,16.12,-92.06,VERIFICACION DE INUNDACION POR DESPLAYE DE LAGUNA,MESETA COMITECA TOJOLABAL,LA TRINITARIA,TZISCAO
VERIFICACIONES,ENERO 23. 2015,ACCIONES DE PREVENCION,53.268,52,8,20.119,115,1,16.75,-93.07,ENCHARCAMIENTO DE DOMICILIO,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
VERIFICACIONES,ENERO 28. 2015,ACCIONES DE PREVENCION,53.52,52,8,2.46,63,8,17.61,-93.2,AFECTACION POR RETENCION DE AGUA POR INTRODUCCION DE LINEAS DE 36,NORTE,JUAREZ,SANTA CRUZ TEPATE ABAJO
PRECIPITACION,MARZO 25. 2015,HIDROMETEOROLOGICOS,56.343,1,1,20.119,115,1,16.76,-93.15,TARJETA INFORMATIVA RESPECTO A CURSO EN EL CENTRO HIDROMETEOROLOGICO REGIONAL,METROPOLITANA,TUXTLA GUTIERREZ,CABECERA MUNICIPAL
PRECIPITACION,ABRIL 13. 2015,HIDROMETEOROLOGICOS,57.143,1,1,20.076,72,11,15.37,-92.25,VIVIENDAS CON ENCHARCAMIENTO,SIERRA MARISCAL,MOTOZINTLA,CABECERA MUNICIPAL
DESASOLVES Y CIERRE DE VENTANAS,ABRIL 30. 2015,ACCIONES DE PREVENCION,57.938,173,8,174,34,15,16.25,-92.14,DESASOLVE DE ALCANTARILLO,MESETA COMITECA TOJOLABAL,COMITAN DE DOMINGUEZ,COMITAN DE DOMINGUEZ
PRECIPITACION,MAYO 1. 2015,HIDROMETEOROLOGICOS,57.969,1,1,240,104,10,14.91,-92.26,PRELIMINAR: AFECTACIONES EN PALAPAS POR OLEAJE ALTO,SOCONUSCO,TAPACHULA,TAPACHULA DE CORDOVA Y ORDONEZ
ENCHARCAMIENTO,MAYO 2. 2015,HIDROMETEOROLOGICOS,57.998,69,1,6.799,102,10,14.56,-92.25,ENCHARCAMIENTO EN CASAS DE MADERA POR ALTO OLEAJE,SOCONUSCO,SUCHIATE,BRISAS DEL SUCHIATE
